text,token,attribution_score,label
Considero como alegação infundada informando que o produto estava esgotado Na época a quantidade anunciada foi de numero dois apenas dois produtos,esgotado,0.10793800722475187,negative
Considero como alegação infundada informando que o produto estava esgotado Na época a quantidade anunciada foi de numero dois apenas dois produtos,Na,0.04983166977367614,negative
Considero como alegação infundada informando que o produto estava esgotado Na época a quantidade anunciada foi de numero dois apenas dois produtos,época,0.07170789568596961,negative
Considero como alegação infundada informando que o produto estava esgotado Na época a quantidade anunciada foi de numero dois apenas dois produtos,a,0.0340797927578727,negative
Considero como alegação infundada informando que o produto estava esgotado Na época a quantidade anunciada foi de numero dois apenas dois produtos,quantidade,0.05358084906458429,negative
Considero como alegação infundada informando que o produto estava esgotado Na época a quantidade anunciada foi de numero dois apenas dois produtos,anunciada,0.06271292814193041,negative
Considero como alegação infundada informando que o produto estava esgotado Na época a quantidade anunciada foi de numero dois apenas dois produtos,foi,0.036220079853253644,negative
Considero como alegação infundada informando que o produto estava esgotado Na época a quantidade anunciada foi de numero dois apenas dois produtos,de,0.027956906839638133,negative
Considero como alegação infundada informando que o produto estava esgotado Na época a quantidade anunciada foi de numero dois apenas dois produtos,numero,0.04675690394431282,negative
Considero como alegação infundada informando que o produto estava esgotado Na época a quantidade anunciada foi de numero dois apenas dois produtos,dois,0.042503484479457176,negative
Considero como alegação infundada informando que o produto estava esgotado Na época a quantidade anunciada foi de numero dois apenas dois produtos,apenas,0.07208176245771397,negative
Considero como alegação infundada informando que o produto estava esgotado Na época a quantidade anunciada foi de numero dois apenas dois produtos,dois,0.04917764116008896,negative
Considero como alegação infundada informando que o produto estava esgotado Na época a quantidade anunciada foi de numero dois apenas dois produtos,produtos,0.05399170444143577,negative
O único problema é o envio pelos correios pois temos que ir ao centro de distribuição pegar a encomenda A venda e entrega foi feita por empresa parceira,O,0.11811374270062798,positive
O único problema é o envio pelos correios pois temos que ir ao centro de distribuição pegar a encomenda A venda e entrega foi feita por empresa parceira,único,0.2549828597985208,positive
O único problema é o envio pelos correios pois temos que ir ao centro de distribuição pegar a encomenda A venda e entrega foi feita por empresa parceira,problema,0.259958894370398,positive
O único problema é o envio pelos correios pois temos que ir ao centro de distribuição pegar a encomenda A venda e entrega foi feita por empresa parceira,é,0.10537046463475455,positive
O único problema é o envio pelos correios pois temos que ir ao centro de distribuição pegar a encomenda A venda e entrega foi feita por empresa parceira,o,0.06787527014346571,positive
O único problema é o envio pelos correios pois temos que ir ao centro de distribuição pegar a encomenda A venda e entrega foi feita por empresa parceira,envio,0.18665121530416506,positive
O único problema é o envio pelos correios pois temos que ir ao centro de distribuição pegar a encomenda A venda e entrega foi feita por empresa parceira,pelos,0.09035221126301789,positive
O único problema é o envio pelos correios pois temos que ir ao centro de distribuição pegar a encomenda A venda e entrega foi feita por empresa parceira,correios,0.14462129495838727,positive
O único problema é o envio pelos correios pois temos que ir ao centro de distribuição pegar a encomenda A venda e entrega foi feita por empresa parceira,pois,0.21793031263535442,positive
O único problema é o envio pelos correios pois temos que ir ao centro de distribuição pegar a encomenda A venda e entrega foi feita por empresa parceira,temos,0.27523560688384785,positive
O único problema é o envio pelos correios pois temos que ir ao centro de distribuição pegar a encomenda A venda e entrega foi feita por empresa parceira,que,0.13351940601445986,positive
O único problema é o envio pelos correios pois temos que ir ao centro de distribuição pegar a encomenda A venda e entrega foi feita por empresa parceira,ir,0.15285891158304477,positive
O único problema é o envio pelos correios pois temos que ir ao centro de distribuição pegar a encomenda A venda e entrega foi feita por empresa parceira,ao,0.08073927850886693,positive
O único problema é o envio pelos correios pois temos que ir ao centro de distribuição pegar a encomenda A venda e entrega foi feita por empresa parceira,centro,0.1206664006459062,positive
O único problema é o envio pelos correios pois temos que ir ao centro de distribuição pegar a encomenda A venda e entrega foi feita por empresa parceira,de,0.05555066109053293,positive
O único problema é o envio pelos correios pois temos que ir ao centro de distribuição pegar a encomenda A venda e entrega foi feita por empresa parceira,distribuição,0.16036273981361238,positive
O único problema é o envio pelos correios pois temos que ir ao centro de distribuição pegar a encomenda A venda e entrega foi feita por empresa parceira,pegar,0.20127027163961206,positive
O único problema é o envio pelos correios pois temos que ir ao centro de distribuição pegar a encomenda A venda e entrega foi feita por empresa parceira,a,0.10464738192314961,positive
O único problema é o envio pelos correios pois temos que ir ao centro de distribuição pegar a encomenda A venda e entrega foi feita por empresa parceira,encomenda,0.30073140672147575,positive
O único problema é o envio pelos correios pois temos que ir ao centro de distribuição pegar a encomenda A venda e entrega foi feita por empresa parceira,A,0.3156657816019564,positive
O único problema é o envio pelos correios pois temos que ir ao centro de distribuição pegar a encomenda A venda e entrega foi feita por empresa parceira,venda,0.4283557945738881,positive
O único problema é o envio pelos correios pois temos que ir ao centro de distribuição pegar a encomenda A venda e entrega foi feita por empresa parceira,e,0.4504223043555328,positive
O único problema é o envio pelos correios pois temos que ir ao centro de distribuição pegar a encomenda A venda e entrega foi feita por empresa parceira,entrega,0.2194493612107183,positive
O único problema é o envio pelos correios pois temos que ir ao centro de distribuição pegar a encomenda A venda e entrega foi feita por empresa parceira,foi,0.23639315236460745,positive
O único problema é o envio pelos correios pois temos que ir ao centro de distribuição pegar a encomenda A venda e entrega foi feita por empresa parceira,feita,0.3516174341086008,positive
O único problema é o envio pelos correios pois temos que ir ao centro de distribuição pegar a encomenda A venda e entrega foi feita por empresa parceira,por,0.1225003144091079,positive
O único problema é o envio pelos correios pois temos que ir ao centro de distribuição pegar a encomenda A venda e entrega foi feita por empresa parceira,empresa,0.38705370844524867,positive
O único problema é o envio pelos correios pois temos que ir ao centro de distribuição pegar a encomenda A venda e entrega foi feita por empresa parceira,parceira,0.5801950823294864,positive
muito platico,muito,0.28393239863290404,positive
muito platico,platico,0.2785286895933022,positive
Produto chegou bem antes do prazo Muito bem embalado Tudo certinho Recomendo,Produto,0.06405386841205411,positive
Produto chegou bem antes do prazo Muito bem embalado Tudo certinho Recomendo,chegou,0.08573871550907593,positive
Produto chegou bem antes do prazo Muito bem embalado Tudo certinho Recomendo,bem,0.06376743222821904,positive
Produto chegou bem antes do prazo Muito bem embalado Tudo certinho Recomendo,antes,0.06238667969782679,positive
Produto chegou bem antes do prazo Muito bem embalado Tudo certinho Recomendo,do,0.0404900062921518,positive
Produto chegou bem antes do prazo Muito bem embalado Tudo certinho Recomendo,prazo,0.07326426548676457,positive
Produto chegou bem antes do prazo Muito bem embalado Tudo certinho Recomendo,Muito,0.053902830209215775,positive
Produto chegou bem antes do prazo Muito bem embalado Tudo certinho Recomendo,bem,0.06078992356514901,positive
Produto chegou bem antes do prazo Muito bem embalado Tudo certinho Recomendo,embalado,0.054160047543485856,positive
Produto chegou bem antes do prazo Muito bem embalado Tudo certinho Recomendo,Tudo,0.06476755399875751,positive
Produto chegou bem antes do prazo Muito bem embalado Tudo certinho Recomendo,certinho,0.0581768599238215,positive
Produto chegou bem antes do prazo Muito bem embalado Tudo certinho Recomendo,Recomendo,0.04664131636137661,positive
recebi antes do prazo,recebi,0.3955250765003649,positive
recebi antes do prazo,antes,0.5850674995312184,positive
recebi antes do prazo,do,0.17667440346368618,positive
recebi antes do prazo,prazo,0.36484264560680923,positive
Tudo dentro do esperado a negação ser o correio que trouxe a embalagem parecendo estar atropelado por um trem tive de pessar os tres produtos pra ver se tinha perda pois estava vazando,Tudo,0.26389495902417776,positive
Tudo dentro do esperado a negação ser o correio que trouxe a embalagem parecendo estar atropelado por um trem tive de pessar os tres produtos pra ver se tinha perda pois estava vazando,dentro,0.32428394001449723,positive
Tudo dentro do esperado a negação ser o correio que trouxe a embalagem parecendo estar atropelado por um trem tive de pessar os tres produtos pra ver se tinha perda pois estava vazando,do,0.10655972144626244,positive
Tudo dentro do esperado a negação ser o correio que trouxe a embalagem parecendo estar atropelado por um trem tive de pessar os tres produtos pra ver se tinha perda pois estava vazando,esperado,0.27840613613737725,positive
Tudo dentro do esperado a negação ser o correio que trouxe a embalagem parecendo estar atropelado por um trem tive de pessar os tres produtos pra ver se tinha perda pois estava vazando,a,0.10344771471807054,positive
Tudo dentro do esperado a negação ser o correio que trouxe a embalagem parecendo estar atropelado por um trem tive de pessar os tres produtos pra ver se tinha perda pois estava vazando,negação,0.24084326048648144,positive
Tudo dentro do esperado a negação ser o correio que trouxe a embalagem parecendo estar atropelado por um trem tive de pessar os tres produtos pra ver se tinha perda pois estava vazando,ser,0.12015311383733802,positive
Tudo dentro do esperado a negação ser o correio que trouxe a embalagem parecendo estar atropelado por um trem tive de pessar os tres produtos pra ver se tinha perda pois estava vazando,o,0.06219672372277977,positive
Tudo dentro do esperado a negação ser o correio que trouxe a embalagem parecendo estar atropelado por um trem tive de pessar os tres produtos pra ver se tinha perda pois estava vazando,correio,0.1000581728158232,positive
Tudo dentro do esperado a negação ser o correio que trouxe a embalagem parecendo estar atropelado por um trem tive de pessar os tres produtos pra ver se tinha perda pois estava vazando,que,0.05892425926684486,positive
Tudo dentro do esperado a negação ser o correio que trouxe a embalagem parecendo estar atropelado por um trem tive de pessar os tres produtos pra ver se tinha perda pois estava vazando,trouxe,0.088838443277876,positive
Tudo dentro do esperado a negação ser o correio que trouxe a embalagem parecendo estar atropelado por um trem tive de pessar os tres produtos pra ver se tinha perda pois estava vazando,a,0.0492691036280205,positive
Tudo dentro do esperado a negação ser o correio que trouxe a embalagem parecendo estar atropelado por um trem tive de pessar os tres produtos pra ver se tinha perda pois estava vazando,embalagem,0.08121199892588996,positive
Tudo dentro do esperado a negação ser o correio que trouxe a embalagem parecendo estar atropelado por um trem tive de pessar os tres produtos pra ver se tinha perda pois estava vazando,parecendo,0.08808760513693617,positive
Tudo dentro do esperado a negação ser o correio que trouxe a embalagem parecendo estar atropelado por um trem tive de pessar os tres produtos pra ver se tinha perda pois estava vazando,estar,0.05481415361452971,positive
Tudo dentro do esperado a negação ser o correio que trouxe a embalagem parecendo estar atropelado por um trem tive de pessar os tres produtos pra ver se tinha perda pois estava vazando,atropelado,0.05744575691239168,positive
Tudo dentro do esperado a negação ser o correio que trouxe a embalagem parecendo estar atropelado por um trem tive de pessar os tres produtos pra ver se tinha perda pois estava vazando,por,0.03513159393286677,positive
Tudo dentro do esperado a negação ser o correio que trouxe a embalagem parecendo estar atropelado por um trem tive de pessar os tres produtos pra ver se tinha perda pois estava vazando,um,0.03716223138001427,positive
Tudo dentro do esperado a negação ser o correio que trouxe a embalagem parecendo estar atropelado por um trem tive de pessar os tres produtos pra ver se tinha perda pois estava vazando,trem,0.06634467119506814,positive
Tudo dentro do esperado a negação ser o correio que trouxe a embalagem parecendo estar atropelado por um trem tive de pessar os tres produtos pra ver se tinha perda pois estava vazando,tive,0.0923203250164194,positive
Tudo dentro do esperado a negação ser o correio que trouxe a embalagem parecendo estar atropelado por um trem tive de pessar os tres produtos pra ver se tinha perda pois estava vazando,de,0.04231279678675744,positive
Tudo dentro do esperado a negação ser o correio que trouxe a embalagem parecendo estar atropelado por um trem tive de pessar os tres produtos pra ver se tinha perda pois estava vazando,pessar,0.0877733750230877,positive
Tudo dentro do esperado a negação ser o correio que trouxe a embalagem parecendo estar atropelado por um trem tive de pessar os tres produtos pra ver se tinha perda pois estava vazando,os,0.035059042906502795,positive
Tudo dentro do esperado a negação ser o correio que trouxe a embalagem parecendo estar atropelado por um trem tive de pessar os tres produtos pra ver se tinha perda pois estava vazando,tres,0.059356511334968345,positive
Tudo dentro do esperado a negação ser o correio que trouxe a embalagem parecendo estar atropelado por um trem tive de pessar os tres produtos pra ver se tinha perda pois estava vazando,produtos,0.05300141773406425,positive
Tudo dentro do esperado a negação ser o correio que trouxe a embalagem parecendo estar atropelado por um trem tive de pessar os tres produtos pra ver se tinha perda pois estava vazando,pra,0.052676994426060816,positive
Tudo dentro do esperado a negação ser o correio que trouxe a embalagem parecendo estar atropelado por um trem tive de pessar os tres produtos pra ver se tinha perda pois estava vazando,ver,0.048158020986740005,positive
Tudo dentro do esperado a negação ser o correio que trouxe a embalagem parecendo estar atropelado por um trem tive de pessar os tres produtos pra ver se tinha perda pois estava vazando,se,0.04151199476104883,positive
Tudo dentro do esperado a negação ser o correio que trouxe a embalagem parecendo estar atropelado por um trem tive de pessar os tres produtos pra ver se tinha perda pois estava vazando,tinha,0.053472313463832535,positive
Tudo dentro do esperado a negação ser o correio que trouxe a embalagem parecendo estar atropelado por um trem tive de pessar os tres produtos pra ver se tinha perda pois estava vazando,perda,0.10841541146355455,positive
Tudo dentro do esperado a negação ser o correio que trouxe a embalagem parecendo estar atropelado por um trem tive de pessar os tres produtos pra ver se tinha perda pois estava vazando,pois,0.07363534262769035,positive
Tudo dentro do esperado a negação ser o correio que trouxe a embalagem parecendo estar atropelado por um trem tive de pessar os tres produtos pra ver se tinha perda pois estava vazando,estava,0.06730966474997947,positive
Tudo dentro do esperado a negação ser o correio que trouxe a embalagem parecendo estar atropelado por um trem tive de pessar os tres produtos pra ver se tinha perda pois estava vazando,vazando,0.08127323179914041,positive
Recomendo Sem sombra de,Recomendo,0.20942937385544438,positive
Recomendo Sem sombra de,Sem,0.21462378455996678,positive
Recomendo Sem sombra de,sombra,0.28654604181046084,positive
Recomendo Sem sombra de,de,0.0741162464400799,positive
faltou um produto a compra foi dois e entregaram somente um,faltou,0.12736262795426084,negative
faltou um produto a compra foi dois e entregaram somente um,um,0.07011500335116094,negative
faltou um produto a compra foi dois e entregaram somente um,produto,0.0807735532063329,negative
faltou um produto a compra foi dois e entregaram somente um,a,0.06180126006465,negative
faltou um produto a compra foi dois e entregaram somente um,compra,0.08374259333002362,negative
faltou um produto a compra foi dois e entregaram somente um,foi,0.08360217607375146,negative
faltou um produto a compra foi dois e entregaram somente um,dois,0.09713501499520777,negative
faltou um produto a compra foi dois e entregaram somente um,e,0.06380706518614002,negative
faltou um produto a compra foi dois e entregaram somente um,entregaram,0.1023516885628357,negative
faltou um produto a compra foi dois e entregaram somente um,somente,0.1231249461526862,negative
faltou um produto a compra foi dois e entregaram somente um,um,0.06338763800650846,negative
Entrega antes do previsto muito bom,Entrega,0.2196362884067547,positive
Entrega antes do previsto muito bom,antes,0.22399342620840335,positive
Entrega antes do previsto muito bom,do,0.11481666999435522,positive
Entrega antes do previsto muito bom,previsto,0.2604178692220644,positive
Entrega antes do previsto muito bom,muito,0.29433098092954774,positive
Entrega antes do previsto muito bom,bom,0.44957723436281033,positive
Produto chegou dentro do prazo e bem embalado,Produto,0.12132537609389094,positive
Produto chegou dentro do prazo e bem embalado,chegou,0.1778844213361574,positive
Produto chegou dentro do prazo e bem embalado,dentro,0.21830364549715336,positive
Produto chegou dentro do prazo e bem embalado,do,0.08460971264379617,positive
Produto chegou dentro do prazo e bem embalado,prazo,0.13238255370669635,positive
Produto chegou dentro do prazo e bem embalado,e,0.06407921602329267,positive
Produto chegou dentro do prazo e bem embalado,bem,0.15202055442394086,positive
Produto chegou dentro do prazo e bem embalado,embalado,0.2089121719702352,positive
Fiquei muito satisfeito com a compra O produto chegou antes do prazo previsto Por se tratar de um material eletrônico ainda irei testar seu funcionamento mas penso que está tudo ok,Fiquei,0.07508724002622216,positive
Fiquei muito satisfeito com a compra O produto chegou antes do prazo previsto Por se tratar de um material eletrônico ainda irei testar seu funcionamento mas penso que está tudo ok,muito,0.08079063887359143,positive
Fiquei muito satisfeito com a compra O produto chegou antes do prazo previsto Por se tratar de um material eletrônico ainda irei testar seu funcionamento mas penso que está tudo ok,satisfeito,0.1438598414479762,positive
Fiquei muito satisfeito com a compra O produto chegou antes do prazo previsto Por se tratar de um material eletrônico ainda irei testar seu funcionamento mas penso que está tudo ok,com,0.035594454642718924,positive
Fiquei muito satisfeito com a compra O produto chegou antes do prazo previsto Por se tratar de um material eletrônico ainda irei testar seu funcionamento mas penso que está tudo ok,a,0.03124877165580771,positive
Fiquei muito satisfeito com a compra O produto chegou antes do prazo previsto Por se tratar de um material eletrônico ainda irei testar seu funcionamento mas penso que está tudo ok,compra,0.0660708234556357,positive
Fiquei muito satisfeito com a compra O produto chegou antes do prazo previsto Por se tratar de um material eletrônico ainda irei testar seu funcionamento mas penso que está tudo ok,O,0.04561075114102812,positive
Fiquei muito satisfeito com a compra O produto chegou antes do prazo previsto Por se tratar de um material eletrônico ainda irei testar seu funcionamento mas penso que está tudo ok,produto,0.05210529594696128,positive
Fiquei muito satisfeito com a compra O produto chegou antes do prazo previsto Por se tratar de um material eletrônico ainda irei testar seu funcionamento mas penso que está tudo ok,chegou,0.0718242675473144,positive
Fiquei muito satisfeito com a compra O produto chegou antes do prazo previsto Por se tratar de um material eletrônico ainda irei testar seu funcionamento mas penso que está tudo ok,antes,0.08593469618152931,positive
Fiquei muito satisfeito com a compra O produto chegou antes do prazo previsto Por se tratar de um material eletrônico ainda irei testar seu funcionamento mas penso que está tudo ok,do,0.040359800393025856,positive
Fiquei muito satisfeito com a compra O produto chegou antes do prazo previsto Por se tratar de um material eletrônico ainda irei testar seu funcionamento mas penso que está tudo ok,prazo,0.08353752715628975,positive
Fiquei muito satisfeito com a compra O produto chegou antes do prazo previsto Por se tratar de um material eletrônico ainda irei testar seu funcionamento mas penso que está tudo ok,previsto,0.07269918904420551,positive
Fiquei muito satisfeito com a compra O produto chegou antes do prazo previsto Por se tratar de um material eletrônico ainda irei testar seu funcionamento mas penso que está tudo ok,Por,0.052747175306561395,positive
Fiquei muito satisfeito com a compra O produto chegou antes do prazo previsto Por se tratar de um material eletrônico ainda irei testar seu funcionamento mas penso que está tudo ok,se,0.03503083431052406,positive
Fiquei muito satisfeito com a compra O produto chegou antes do prazo previsto Por se tratar de um material eletrônico ainda irei testar seu funcionamento mas penso que está tudo ok,tratar,0.05272916007004559,positive
Fiquei muito satisfeito com a compra O produto chegou antes do prazo previsto Por se tratar de um material eletrônico ainda irei testar seu funcionamento mas penso que está tudo ok,de,0.03152615616394292,positive
Fiquei muito satisfeito com a compra O produto chegou antes do prazo previsto Por se tratar de um material eletrônico ainda irei testar seu funcionamento mas penso que está tudo ok,um,0.03485332625415409,positive
Fiquei muito satisfeito com a compra O produto chegou antes do prazo previsto Por se tratar de um material eletrônico ainda irei testar seu funcionamento mas penso que está tudo ok,material,0.07233918492381208,positive
Fiquei muito satisfeito com a compra O produto chegou antes do prazo previsto Por se tratar de um material eletrônico ainda irei testar seu funcionamento mas penso que está tudo ok,eletrônico,0.05784605064274177,positive
Fiquei muito satisfeito com a compra O produto chegou antes do prazo previsto Por se tratar de um material eletrônico ainda irei testar seu funcionamento mas penso que está tudo ok,ainda,0.0482176487669463,positive
Fiquei muito satisfeito com a compra O produto chegou antes do prazo previsto Por se tratar de um material eletrônico ainda irei testar seu funcionamento mas penso que está tudo ok,irei,0.047881351161430406,positive
Fiquei muito satisfeito com a compra O produto chegou antes do prazo previsto Por se tratar de um material eletrônico ainda irei testar seu funcionamento mas penso que está tudo ok,testar,0.05551102708611635,positive
Fiquei muito satisfeito com a compra O produto chegou antes do prazo previsto Por se tratar de um material eletrônico ainda irei testar seu funcionamento mas penso que está tudo ok,seu,0.03709167137305567,positive
Fiquei muito satisfeito com a compra O produto chegou antes do prazo previsto Por se tratar de um material eletrônico ainda irei testar seu funcionamento mas penso que está tudo ok,funcionamento,0.06258434114709038,positive
Fiquei muito satisfeito com a compra O produto chegou antes do prazo previsto Por se tratar de um material eletrônico ainda irei testar seu funcionamento mas penso que está tudo ok,mas,0.05318422556029071,positive
Fiquei muito satisfeito com a compra O produto chegou antes do prazo previsto Por se tratar de um material eletrônico ainda irei testar seu funcionamento mas penso que está tudo ok,penso,0.05603766181501974,positive
Fiquei muito satisfeito com a compra O produto chegou antes do prazo previsto Por se tratar de um material eletrônico ainda irei testar seu funcionamento mas penso que está tudo ok,que,0.03228079975798954,positive
Fiquei muito satisfeito com a compra O produto chegou antes do prazo previsto Por se tratar de um material eletrônico ainda irei testar seu funcionamento mas penso que está tudo ok,está,0.049495427550278435,positive
Fiquei muito satisfeito com a compra O produto chegou antes do prazo previsto Por se tratar de um material eletrônico ainda irei testar seu funcionamento mas penso que está tudo ok,tudo,0.07272396108031196,positive
Fiquei muito satisfeito com a compra O produto chegou antes do prazo previsto Por se tratar de um material eletrônico ainda irei testar seu funcionamento mas penso que está tudo ok,ok,0.07011498598170818,positive
Excelente produto,Excelente,0.3224208608331216,positive
Excelente produto,produto,0.18661834736009703,positive
Chega super rápido produtos ótimos,Chega,1.8325275957770137,positive
Chega super rápido produtos ótimos,super,0.6490950743324225,positive
Chega super rápido produtos ótimos,rápido,0.7561076536792461,positive
Chega super rápido produtos ótimos,produtos,0.31077462848543425,positive
Chega super rápido produtos ótimos,ótimos,0.34323821773538943,positive
 negação recebi o jogo na cor tabaco Só o vermelho,negação,0.3058207563720252,negative
 negação recebi o jogo na cor tabaco Só o vermelho,recebi,0.27629782368365374,negative
 negação recebi o jogo na cor tabaco Só o vermelho,o,0.0906872335856116,negative
 negação recebi o jogo na cor tabaco Só o vermelho,jogo,0.20445566159183187,negative
 negação recebi o jogo na cor tabaco Só o vermelho,na,0.10342332958661721,negative
 negação recebi o jogo na cor tabaco Só o vermelho,cor,0.19733396019272315,negative
 negação recebi o jogo na cor tabaco Só o vermelho,tabaco,0.16150676852297663,negative
 negação recebi o jogo na cor tabaco Só o vermelho,Só,0.24131666479454394,negative
 negação recebi o jogo na cor tabaco Só o vermelho,o,0.09667499239458392,negative
 negação recebi o jogo na cor tabaco Só o vermelho,vermelho,0.2138541353078903,negative
Recebi o sabor errado comprei morango e veio chocolate,Recebi,0.38483248321369,negative
Recebi o sabor errado comprei morango e veio chocolate,o,0.1692603532321736,negative
Recebi o sabor errado comprei morango e veio chocolate,sabor,0.4250245512729031,negative
Recebi o sabor errado comprei morango e veio chocolate,errado,0.5717628745211663,negative
Recebi o sabor errado comprei morango e veio chocolate,comprei,0.352047218915989,negative
Recebi o sabor errado comprei morango e veio chocolate,morango,0.21191690583995834,negative
Recebi o sabor errado comprei morango e veio chocolate,e,0.16519738276350357,negative
Recebi o sabor errado comprei morango e veio chocolate,veio,0.42778334924631517,negative
Recebi o sabor errado comprei morango e veio chocolate,chocolate,0.30708436865923494,negative
Otimo produto para quem cozinha e precisa controlar a temperatura do forno,Otimo,0.20523996285034482,positive
Otimo produto para quem cozinha e precisa controlar a temperatura do forno,produto,0.11889249216296664,positive
Otimo produto para quem cozinha e precisa controlar a temperatura do forno,para,0.06503111837647421,positive
Otimo produto para quem cozinha e precisa controlar a temperatura do forno,quem,0.09560842578328659,positive
Otimo produto para quem cozinha e precisa controlar a temperatura do forno,cozinha,0.07091917327815246,positive
Otimo produto para quem cozinha e precisa controlar a temperatura do forno,e,0.041632941614174315,positive
